Product,Name,Price,Rating,Comment Heading,Comment
"Samsung Galaxy Note 10 Plus (Aura Glow, 256 GB)",No Name,54999.0,5,Perfect product!,"I actually made the switch from the iPhone XS Max to the Note 10+, and after getting around the learning curve, I am finding this phone much better for multiple reasons. 1. The camera is hands down the best I've personally experienced on any device. The ability to change between lenses is incredible for anyone into taking photos. 2. The ability to have multiple apps running at one time on your screen makes multi tasking a breeze, although I am waiting for them to all instagram to be one of th..."
"Samsung Galaxy Note 10 Plus (Aura Glow, 256 GB)",No Name,54999.0,5,Just wow!,Always been a ardent Note series lover and the Note 10+ did not disappoint. Audio from the stereo speakers sound top notch along with Dolby atmos it's even great. Camera has always been a great in the note series and this one too has the greatest camera in the market now. at last the heart of the Note is the new Spen with airactions feels great for groupfies and it's even more useful when you click yourself. Damn this new aura glow feels too good. super steady feels super slick along with liv...
"Samsung Galaxy Note 10 Plus (Aura Glow, 256 GB)",No Name,54999.0,5,Terrific purchase,"As far as built quality goes, this is the epitome of current technology. having used the galaxy S10+ I thought nothing could upstage it and here I am proven wrong just a few short months later. the only slight edge that the S10+ has is over the selfie camera which I this is a hair better than the note 10+ but I chalk it down to software update to fix that.the screen is superb, don't let YouTubers talk you out of it saying that this only has a 60hz screen while one plus 7 has 90hz, remember t..."
"Samsung Galaxy Note 10 Plus (Aura Glow, 256 GB)",No Name,54999.0,5,Super!,my wife gifted me this phone recently.. amazing phone i liked it ..display and camera are its best ..the s pen features are really good like swiping and making gestures in air ..those work really good.
"Samsung Galaxy Note 10 Plus (Aura Glow, 256 GB)",No Name,54999.0,5,Excellent,"Excellent phone!  I love the phone. Great display, excellent speed, Awesome camera and love the S pen."
"Samsung Galaxy Note 10 Plus (Aura Glow, 256 GB)",No Name,54999.0,5,Powerful Beast,"when it came into my hands, the whole world stopped and I can concentrate to only one thing. that's the speciality of this beautiful beast. initially I thought it is heating up a little bit, that was when first time set up and after that never happened. really powerful dual speaker is one thing which nobody had mentioned anywhere but is very good indeed. overall very happy with the phone."
"Samsung Galaxy Note 10 Plus (Aura Glow, 256 GB)",No Name,54999.0,No Rating,No Comment Heading,
"Samsung Galaxy Note 10 Plus (Aura White, 256 GB)",No Name,54999.0,5,Classy product,"Beast! Its been one and half month..Battery life is amazing.. Gaming runs very smooth and most importantly camera performance is marvellous and night mode is way better compared to others so far. Exynos 9825 might be inferior to snapdragon 855+ .. But in real life it doesnt matter, it is sure high quality performance. After 8 months battery life still on its best, Performance still beastly, the camera is on the same level with ONE UI 2.1."
"Samsung Galaxy Note 10 Plus (Aura White, 256 GB)",No Name,54999.0,5,Awesome,"Superphone with the great speeds... Performance is simply awesome... I liked the Camera with wide lens... Super Slow Motion and Video Bokeh effect is great.... No need of buying a DSLR or Professional Video Camera, just go for all new Samsung's Galaxy Note 10 + and enjoy the Video quality... wireless powershare option helps me to charge my gear at any time... I m in love with this powerful device which is more than the phone."
"Samsung Galaxy Note 10 Plus (Aura White, 256 GB)",No Name,54999.0,5,Perfect product!,"amazing awesome outstanding...love with my note 10plus..I also have iPhone xsmax  but swear to God m in love with note 10plus ...awesome camera, awesome battery life super fast charging even with supplied charger outstanding screen thanks samsung"
"Samsung Galaxy Note 10 Plus (Aura White, 256 GB)",No Name,54999.0,5,Highly recommended,Got my device 31st August. As always Note 10+ is the phone for power users like me. When I joined my work I bought a note 3 and it is running great till today and this note 10+ is a new start for me for a better organised life.Things I liked Samsung display is top notch.Stereo speakers are great my ringtone fills the room. S pen writes far smoother than before feels like am using an actual pen and paper. Canara is superb. Love Samsung for the treat.
"Samsung Galaxy Note 10 Plus (Aura White, 256 GB)",No Name,54999.0,5,Perfect product!,"I actually made the switch from the iPhone XS Max to the Note 10+, and after getting around the learning curve, I am finding this phone much better for multiple reasons. 1. The camera is hands down the best I've personally experienced on any device. The ability to change between lenses is incredible for anyone into taking photos. 2. The ability to have multiple apps running at one time on your screen makes multi tasking a breeze, although I am waiting for them to all instagram to be one of th..."
"Samsung Galaxy Note 10 Plus (Aura White, 256 GB)",No Name,54999.0,5,Just wow!,Always been a ardent Note series lover and the Note 10+ did not disappoint. Audio from the stereo speakers sound top notch along with Dolby atmos it's even great. Camera has always been a great in the note series and this one too has the greatest camera in the market now. at last the heart of the Note is the new Spen with airactions feels great for groupfies and it's even more useful when you click yourself. Damn this new aura glow feels too good. super steady feels super slick along with liv...
"Samsung Galaxy Note 10 Plus (Aura White, 256 GB)",No Name,54999.0,5,Terrific purchase,"As far as built quality goes, this is the epitome of current technology. having used the galaxy S10+ I thought nothing could upstage it and here I am proven wrong just a few short months later. the only slight edge that the S10+ has is over the selfie camera which I this is a hair better than the note 10+ but I chalk it down to software update to fix that.the screen is superb, don't let YouTubers talk you out of it saying that this only has a 60hz screen while one plus 7 has 90hz, remember t..."
"Samsung Galaxy Note 10 Plus (Aura White, 256 GB)",No Name,54999.0,5,Super!,my wife gifted me this phone recently.. amazing phone i liked it ..display and camera are its best ..the s pen features are really good like swiping and making gestures in air ..those work really good.
"Samsung Galaxy Note 10 Plus (Aura White, 256 GB)",No Name,54999.0,5,Excellent,"Excellent phone!  I love the phone. Great display, excellent speed, Awesome camera and love the S pen."
"Samsung Galaxy Note 10 Plus (Aura White, 256 GB)",No Name,54999.0,5,Powerful Beast,"when it came into my hands, the whole world stopped and I can concentrate to only one thing. that's the speciality of this beautiful beast. initially I thought it is heating up a little bit, that was when first time set up and after that never happened. really powerful dual speaker is one thing which nobody had mentioned anywhere but is very good indeed. overall very happy with the phone."
"Samsung Galaxy Note 10 Plus (Aura White, 256 GB)",No Name,54999.0,No Rating,No Comment Heading,
"Samsung Galaxy Note 10 Plus (Aura Glow, 512 GB)",No Name,94700.0,5,Classy product,"Beast! Its been one and half month..Battery life is amazing.. Gaming runs very smooth and most importantly camera performance is marvellous and night mode is way better compared to others so far. Exynos 9825 might be inferior to snapdragon 855+ .. But in real life it doesnt matter, it is sure high quality performance. After 8 months battery life still on its best, Performance still beastly, the camera is on the same level with ONE UI 2.1."
"Samsung Galaxy Note 10 Plus (Aura Glow, 512 GB)",No Name,94700.0,5,Awesome,"Superphone with the great speeds... Performance is simply awesome... I liked the Camera with wide lens... Super Slow Motion and Video Bokeh effect is great.... No need of buying a DSLR or Professional Video Camera, just go for all new Samsung's Galaxy Note 10 + and enjoy the Video quality... wireless powershare option helps me to charge my gear at any time... I m in love with this powerful device which is more than the phone."
"Samsung Galaxy Note 10 Plus (Aura Glow, 512 GB)",No Name,94700.0,5,Perfect product!,"amazing awesome outstanding...love with my note 10plus..I also have iPhone xsmax  but swear to God m in love with note 10plus ...awesome camera, awesome battery life super fast charging even with supplied charger outstanding screen thanks samsung"
"Samsung Galaxy Note 10 Plus (Aura Glow, 512 GB)",No Name,94700.0,5,Highly recommended,Got my device 31st August. As always Note 10+ is the phone for power users like me. When I joined my work I bought a note 3 and it is running great till today and this note 10+ is a new start for me for a better organised life.Things I liked Samsung display is top notch.Stereo speakers are great my ringtone fills the room. S pen writes far smoother than before feels like am using an actual pen and paper. Canara is superb. Love Samsung for the treat.
"Samsung Galaxy Note 10 Plus (Aura Glow, 512 GB)",No Name,94700.0,5,Perfect product!,"I actually made the switch from the iPhone XS Max to the Note 10+, and after getting around the learning curve, I am finding this phone much better for multiple reasons. 1. The camera is hands down the best I've personally experienced on any device. The ability to change between lenses is incredible for anyone into taking photos. 2. The ability to have multiple apps running at one time on your screen makes multi tasking a breeze, although I am waiting for them to all instagram to be one of th..."
"Samsung Galaxy Note 10 Plus (Aura Glow, 512 GB)",No Name,94700.0,5,Just wow!,Always been a ardent Note series lover and the Note 10+ did not disappoint. Audio from the stereo speakers sound top notch along with Dolby atmos it's even great. Camera has always been a great in the note series and this one too has the greatest camera in the market now. at last the heart of the Note is the new Spen with airactions feels great for groupfies and it's even more useful when you click yourself. Damn this new aura glow feels too good. super steady feels super slick along with liv...
"Samsung Galaxy Note 10 Plus (Aura Glow, 512 GB)",No Name,94700.0,5,Terrific purchase,"As far as built quality goes, this is the epitome of current technology. having used the galaxy S10+ I thought nothing could upstage it and here I am proven wrong just a few short months later. the only slight edge that the S10+ has is over the selfie camera which I this is a hair better than the note 10+ but I chalk it down to software update to fix that.the screen is superb, don't let YouTubers talk you out of it saying that this only has a 60hz screen while one plus 7 has 90hz, remember t..."
"Samsung Galaxy Note 10 Plus (Aura Glow, 512 GB)",No Name,94700.0,5,Super!,my wife gifted me this phone recently.. amazing phone i liked it ..display and camera are its best ..the s pen features are really good like swiping and making gestures in air ..those work really good.
"Samsung Galaxy Note 10 Plus (Aura Glow, 512 GB)",No Name,94700.0,5,Excellent,"Excellent phone!  I love the phone. Great display, excellent speed, Awesome camera and love the S pen."
"Samsung Galaxy Note 10 Plus (Aura Glow, 512 GB)",No Name,94700.0,5,Powerful Beast,"when it came into my hands, the whole world stopped and I can concentrate to only one thing. that's the speciality of this beautiful beast. initially I thought it is heating up a little bit, that was when first time set up and after that never happened. really powerful dual speaker is one thing which nobody had mentioned anywhere but is very good indeed. overall very happy with the phone."
"Samsung Galaxy Note 10 Plus (Aura Glow, 512 GB)",No Name,94700.0,No Rating,No Comment Heading,
"Samsung Galaxy Note 10 Plus (Aura Black, 512 GB)",No Name,94700.0,5,Classy product,"Beast! Its been one and half month..Battery life is amazing.. Gaming runs very smooth and most importantly camera performance is marvellous and night mode is way better compared to others so far. Exynos 9825 might be inferior to snapdragon 855+ .. But in real life it doesnt matter, it is sure high quality performance. After 8 months battery life still on its best, Performance still beastly, the camera is on the same level with ONE UI 2.1."
"Samsung Galaxy Note 10 Plus (Aura Black, 512 GB)",No Name,94700.0,5,Awesome,"Superphone with the great speeds... Performance is simply awesome... I liked the Camera with wide lens... Super Slow Motion and Video Bokeh effect is great.... No need of buying a DSLR or Professional Video Camera, just go for all new Samsung's Galaxy Note 10 + and enjoy the Video quality... wireless powershare option helps me to charge my gear at any time... I m in love with this powerful device which is more than the phone."
"Samsung Galaxy Note 10 Plus (Aura Black, 512 GB)",No Name,94700.0,5,Perfect product!,"amazing awesome outstanding...love with my note 10plus..I also have iPhone xsmax  but swear to God m in love with note 10plus ...awesome camera, awesome battery life super fast charging even with supplied charger outstanding screen thanks samsung"
"Samsung Galaxy Note 10 Plus (Aura Black, 512 GB)",No Name,94700.0,5,Highly recommended,Got my device 31st August. As always Note 10+ is the phone for power users like me. When I joined my work I bought a note 3 and it is running great till today and this note 10+ is a new start for me for a better organised life.Things I liked Samsung display is top notch.Stereo speakers are great my ringtone fills the room. S pen writes far smoother than before feels like am using an actual pen and paper. Canara is superb. Love Samsung for the treat.
"Samsung Galaxy Note 10 Plus (Aura Black, 512 GB)",No Name,94700.0,5,Perfect product!,"I actually made the switch from the iPhone XS Max to the Note 10+, and after getting around the learning curve, I am finding this phone much better for multiple reasons. 1. The camera is hands down the best I've personally experienced on any device. The ability to change between lenses is incredible for anyone into taking photos. 2. The ability to have multiple apps running at one time on your screen makes multi tasking a breeze, although I am waiting for them to all instagram to be one of th..."
"Samsung Galaxy Note 10 Plus (Aura Black, 512 GB)",No Name,94700.0,5,Just wow!,Always been a ardent Note series lover and the Note 10+ did not disappoint. Audio from the stereo speakers sound top notch along with Dolby atmos it's even great. Camera has always been a great in the note series and this one too has the greatest camera in the market now. at last the heart of the Note is the new Spen with airactions feels great for groupfies and it's even more useful when you click yourself. Damn this new aura glow feels too good. super steady feels super slick along with liv...
"Samsung Galaxy Note 10 Plus (Aura Black, 512 GB)",No Name,94700.0,5,Terrific purchase,"As far as built quality goes, this is the epitome of current technology. having used the galaxy S10+ I thought nothing could upstage it and here I am proven wrong just a few short months later. the only slight edge that the S10+ has is over the selfie camera which I this is a hair better than the note 10+ but I chalk it down to software update to fix that.the screen is superb, don't let YouTubers talk you out of it saying that this only has a 60hz screen while one plus 7 has 90hz, remember t..."
"Samsung Galaxy Note 10 Plus (Aura Black, 512 GB)",No Name,94700.0,5,Super!,my wife gifted me this phone recently.. amazing phone i liked it ..display and camera are its best ..the s pen features are really good like swiping and making gestures in air ..those work really good.
"Samsung Galaxy Note 10 Plus (Aura Black, 512 GB)",No Name,94700.0,5,Excellent,"Excellent phone!  I love the phone. Great display, excellent speed, Awesome camera and love the S pen."
"Samsung Galaxy Note 10 Plus (Aura Black, 512 GB)",No Name,94700.0,5,Powerful Beast,"when it came into my hands, the whole world stopped and I can concentrate to only one thing. that's the speciality of this beautiful beast. initially I thought it is heating up a little bit, that was when first time set up and after that never happened. really powerful dual speaker is one thing which nobody had mentioned anywhere but is very good indeed. overall very happy with the phone."
"Samsung Galaxy Note 10 Plus (Aura Black, 512 GB)",No Name,94700.0,No Rating,No Comment Heading,
